attendance_consistency,task_completion,task_delay_rate,productive_hours,experience,project_complexity,feedback_score,role,performance_percentage
84.29,77.47,38.83,6.49,9,5,3.99,Manager,96.93
82.16,65.18,47.25,6.35,5,1,3.62,HR,88.46
73.52,69.97,36.45,6.41,6,3,2.75,Team Lead,83.88
95.71,83.08,0.03,9.7,6,2,4.94,Employee,100.0
59.58,59.69,65.47,5.68,1,2,1.26,Team Lead,52.44
74.12,70.36,43.0,7.48,14,2,3.27,Employee,100.0
76.46,67.97,43.14,6.82,4,2,3.14,Manager,84.68
92.75,91.14,1.63,9.04,13,3,4.67,Manager,100.0
96.64,89.67,4.93,9.32,5,1,4.24,HR,100.0
91.63,94.47,6.32,8.86,3,1,4.52,Team Lead,100.0
73.04,65.36,32.45,6.38,1,2,3.4,HR,78.27
97.92,81.42,19.89,9.5,6,5,4.43,Manager,100.0
84.47,78.45,32.44,7.64,1,2,2.65,HR,87.66
76.58,68.78,37.68,6.75,5,2,3.29,Employee,88.48
91.09,88.39,26.6,8.39,12,4,4.07,Manager,100.0
58.49,40.04,68.73,4.58,1,5,2.04,HR,37.99
95.16,89.54,23.55,9.57,10,3,4.94,HR,100.0
75.0,77.18,50.57,6.94,8,5,3.28,Team Lead,88.9
84.94,78.14,45.64,6.08,13,4,3.8,Manager,100.0
98.02,83.75,21.08,9.82,4,5,4.17,HR,100.0
64.55,50.65,63.38,5.83,5,2,1.52,Team Lead,61.43
86.89,88.8,22.76,8.32,5,1,4.71,HR,100.0
90.7,95.89,25.25,9.11,7,1,4.78,HR,100.0
62.18,54.91,69.11,4.37,5,1,1.3,HR,54.53
99.03,96.18,15.9,8.29,11,4,4.23,HR,100.0
97.46,95.25,9.13,8.18,1,2,4.53,Employee,100.0
67.32,50.44,76.11,5.67,2,3,1.64,Manager,51.32
81.27,69.6,55.04,6.43,10,1,3.24,HR,96.53
59.57,56.42,84.69,4.75,12,5,2.38,HR,64.5
95.75,96.97,21.66,9.83,12,3,4.89,Team Lead,100.0
68.9,64.4,86.82,4.41,11,1,1.29,Team Lead,67.68
77.72,79.65,36.91,6.13,3,2,2.88,HR,83.0
81.36,78.34,51.5,7.61,1,2,3.99,HR,89.53
74.73,75.91,42.58,7.43,1,5,3.83,HR,81.22
91.33,82.19,7.43,9.76,3,1,4.36,Employee,100.0
99.73,89.0,16.19,8.62,6,1,4.67,HR,100.0
90.76,87.29,27.6,8.44,14,2,4.29,Team Lead,100.0
52.56,61.58,80.96,5.17,12,1,2.43,Employee,75.38
70.35,66.68,30.61,6.36,13,5,2.5,Team Lead,91.79
96.3,84.07,0.84,8.98,7,3,4.77,Employee,100.0
86.72,80.01,26.66,8.48,11,5,4.15,Manager,100.0
71.95,77.28,40.79,6.23,8,3,3.19,Manager,90.11
83.13,70.42,43.04,6.44,6,3,3.14,Team Lead,87.2
74.3,68.8,53.73,6.34,14,1,3.35,Employee,100.0
84.97,67.25,49.74,6.76,12,1,3.32,HR,100.0
59.06,60.28,87.25,5.92,14,1,1.15,Employee,76.76
55.49,60.29,65.14,5.01,1,3,1.63,Team Lead,48.15
63.2,54.35,72.84,5.02,1,4,1.6,Employee,44.64
56.88,47.25,72.61,5.35,7,2,1.46,Team Lead,57.97
65.24,53.25,77.89,5.85,9,2,2.19,HR,70.93
64.08,41.23,78.16,4.45,3,2,1.33,HR,43.69
72.91,76.32,55.91,6.06,1,2,3.19,Employee,74.2
69.77,58.91,63.63,5.98,10,4,1.9,Manager,73.78
99.62,92.02,0.91,9.38,14,1,4.76,HR,100.0
77.06,68.87,57.35,7.73,6,5,3.15,Team Lead,84.82
61.87,55.09,71.69,4.1,10,1,2.23,HR,67.33
98.66,86.94,3.06,8.47,14,5,4.56,HR,100.0
96.42,90.54,20.05,8.72,4,3,4.65,Team Lead,100.0
56.13,46.81,75.58,5.76,8,1,1.74,Employee,64.48
94.26,84.68,12.29,8.96,14,2,4.8,Manager,100.0
65.69,64.58,71.16,5.81,14,3,1.13,Team Lead,78.29
65.22,63.26,66.27,5.54,12,1,2.11,Team Lead,82.26
92.88,91.86,1.9,9.35,9,5,4.29,Employee,100.0
79.39,67.81,36.44,7.15,13,1,3.48,Team Lead,100.0
63.23,53.24,86.81,4.43,6,2,1.15,Employee,50.35
87.89,83.29,23.55,9.22,14,2,4.34,Manager,100.0
57.03,60.88,67.79,5.93,7,1,1.65,HR,68.88
98.2,86.2,20.16,9.81,2,5,4.65,Team Lead,100.0
90.42,98.49,22.98,8.66,13,3,4.44,Employee,100.0
84.19,72.2,55.47,7.78,7,5,3.04,Employee,89.71
75.41,66.54,56.34,7.85,4,2,3.2,Employee,86.78
71.34,78.52,31.92,7.94,13,1,2.51,Manager,100.0
92.76,84.41,22.93,9.87,8,3,4.32,HR,100.0
53.35,54.72,66.13,4.08,12,1,2.31,Manager,70.48
57.05,53.26,80.12,4.09,13,1,1.86,Manager,67.99
59.0,53.73,77.2,5.17,9,1,1.11,Manager,62.78
63.71,61.25,87.17,4.67,8,3,1.12,Employee,55.81
96.05,83.73,3.64,8.62,9,1,4.48,Employee,100.0
68.02,58.02,63.22,5.59,1,4,2.47,Manager,56.1
80.08,67.4,59.89,6.13,11,1,2.91,Employee,93.44
50.89,62.77,71.7,4.69,14,3,1.97,Manager,72.53
84.34,70.49,46.94,7.07,13,1,2.59,Employee,100.0
98.2,81.62,5.9,9.96,9,2,4.85,HR,100.0
96.01,96.55,9.75,10.0,4,3,4.04,Manager,100.0
86.32,88.27,22.5,9.39,14,3,4.99,Team Lead,100.0
84.4,79.64,34.3,7.89,9,1,3.88,Manager,100.0
71.6,73.76,31.46,7.88,11,5,2.99,Employee,100.0
84.48,74.85,36.56,6.39,14,2,3.97,Team Lead,100.0
98.15,97.03,0.29,8.95,2,1,4.32,HR,100.0
71.1,75.11,39.23,6.52,14,5,3.18,Employee,98.94
82.68,66.29,52.83,6.54,14,3,2.86,Team Lead,98.96
73.45,71.03,54.86,7.26,9,2,2.71,Employee,92.57
83.2,71.39,51.68,6.57,10,4,3.87,Manager,96.08
99.77,81.96,26.09,9.51,9,2,4.11,HR,100.0
79.49,78.84,45.39,7.68,12,4,2.99,Employee,100.0
95.8,94.65,23.43,8.13,2,2,4.97,Employee,100.0
68.45,47.34,64.22,4.28,11,2,2.14,HR,68.57
81.86,72.03,51.16,6.08,4,1,3.95,Employee,87.97
98.86,84.53,1.57,9.85,12,5,4.31,HR,100.0
65.45,58.43,62.99,4.04,13,4,2.43,Manager,71.63
77.95,79.51,57.14,7.22,8,3,2.56,Employee,90.8
94.46,92.66,22.9,8.8,2,3,4.4,Manager,100.0
95.34,96.08,26.66,8.04,12,5,4.87,Team Lead,100.0
62.65,54.31,72.66,4.03,7,3,1.93,Employee,55.25
94.01,92.91,13.83,8.36,9,3,4.28,HR,100.0
88.96,99.71,1.65,8.72,14,5,4.3,Manager,100.0
78.2,67.5,33.11,7.99,10,2,3.67,Employee,100.0
97.53,95.85,29.15,8.06,4,2,4.55,Employee,100.0
85.83,86.64,23.4,9.02,8,3,4.69,Manager,100.0
51.99,60.27,62.08,5.06,12,5,2.1,Employee,68.42
62.85,60.7,82.26,5.09,9,5,2.42,Employee,63.04
88.27,84.87,28.49,9.45,8,3,4.09,HR,100.0
63.64,64.41,83.5,4.35,11,2,2.18,Team Lead,69.17
66.06,59.04,64.04,5.02,11,1,1.33,Manager,73.18
81.0,65.56,30.23,7.82,13,5,2.5,Manager,100.0
55.68,58.29,66.31,4.81,8,2,2.48,Manager,66.63
96.56,81.07,20.75,8.87,10,5,4.62,Team Lead,100.0
71.91,76.63,56.03,6.61,9,5,3.31,HR,87.39
73.68,76.24,58.08,7.23,12,5,2.99,HR,94.8
60.22,40.6,61.42,5.51,2,5,2.16,Manager,47.3
87.25,82.47,19.6,8.32,7,1,5.0,Employee,100.0
92.26,95.83,23.93,8.67,1,2,4.0,Manager,100.0
83.17,72.56,43.12,8.0,5,3,2.59,Manager,90.87
90.21,89.12,16.73,9.37,2,2,4.24,Manager,100.0
60.68,58.01,64.7,4.08,2,2,1.67,Team Lead,48.39
85.09,89.15,18.98,8.86,2,3,4.13,HR,100.0
71.58,67.52,39.54,6.39,1,5,3.81,Employee,73.24
55.53,63.08,61.72,5.29,10,4,1.56,Team Lead,66.7
75.48,65.84,33.3,7.76,5,3,2.66,HR,88.08
89.77,96.33,23.16,8.71,2,5,4.03,HR,100.0
65.73,62.32,78.39,5.5,2,1,1.41,Team Lead,56.03
68.17,64.41,70.57,4.76,8,1,1.29,HR,66.49
77.67,66.72,30.78,6.7,12,4,3.51,Employee,100.0
61.97,44.19,68.81,4.68,5,3,2.45,Manager,54.63
57.32,55.0,78.61,4.87,14,2,2.39,HR,75.42
51.55,50.19,72.21,4.13,3,4,1.52,Employee,39.78
86.61,83.88,29.59,8.03,5,3,4.51,Employee,100.0
80.85,76.24,32.17,6.38,5,3,2.7,Team Lead,86.07
51.95,44.4,68.86,4.7,7,4,1.51,HR,49.57
59.08,40.35,66.63,5.55,8,1,1.16,Manager,61.1
68.95,62.53,81.04,5.18,4,2,1.42,HR,56.79
97.29,92.27,16.42,9.9,5,4,4.23,Manager,100.0
80.91,72.95,57.18,7.41,7,2,2.73,Employee,91.37
68.43,62.48,69.64,5.7,13,2,1.37,Employee,79.27
99.03,80.24,17.64,9.0,11,1,4.87,Team Lead,100.0
81.19,65.58,52.54,6.66,9,2,3.64,Team Lead,94.97
76.99,73.72,50.81,7.63,2,2,2.71,HR,82.94
94.56,99.56,14.61,9.38,14,5,4.53,Employee,100.0
74.04,72.43,57.38,6.14,10,4,3.38,HR,88.36
71.78,78.78,36.33,7.22,11,3,3.47,Manager,100.0
73.94,65.47,32.01,6.26,14,5,3.32,Manager,97.63
97.43,83.98,13.58,8.36,14,2,4.01,HR,100.0
68.63,61.93,73.61,5.58,4,5,2.12,Employee,57.53
90.88,82.3,27.36,8.73,1,5,4.88,Team Lead,100.0
96.8,80.05,27.1,9.25,3,3,4.14,HR,100.0
72.32,70.91,31.69,7.53,14,1,2.82,Manager,100.0
85.52,86.31,6.12,9.29,9,3,4.59,HR,100.0
84.88,74.7,45.86,6.73,11,2,2.79,HR,100.0
89.27,98.03,15.35,9.6,10,2,4.4,HR,100.0
62.78,61.17,66.96,5.65,3,2,1.86,HR,60.17
97.55,89.87,20.7,9.64,8,5,4.05,Employee,100.0
71.09,65.84,36.91,7.78,2,4,3.16,HR,80.81
95.33,82.23,20.27,8.83,12,3,4.11,Employee,100.0
55.51,46.06,76.49,5.47,11,1,2.01,Manager,69.78
96.26,90.76,5.07,8.44,14,1,4.16,HR,100.0
84.27,72.97,58.56,7.53,13,1,2.73,HR,100.0
72.55,77.44,40.12,6.44,13,3,2.85,Team Lead,99.79
96.9,80.39,25.18,8.8,8,4,4.3,HR,100.0
85.46,98.41,11.9,9.96,2,3,4.7,HR,100.0
69.13,44.8,83.17,4.22,1,5,1.71,Employee,35.75
92.85,90.1,20.24,8.74,4,5,4.96,HR,100.0
66.51,47.97,76.41,5.63,11,3,1.57,HR,67.71
59.19,45.67,83.47,4.43,11,1,1.73,Employee,62.6
89.01,83.16,0.81,8.76,2,3,4.03,Employee,100.0
55.89,63.94,88.96,5.92,2,4,1.21,Manager,47.01
60.63,49.41,83.28,4.07,14,1,1.35,Team Lead,66.43
52.59,63.21,79.68,4.54,4,5,2.07,Team Lead,47.21
81.59,77.84,53.54,7.67,4,2,2.91,Manager,89.96
66.85,47.11,77.26,4.25,2,3,2.04,Team Lead,44.8
51.92,64.75,72.05,4.09,2,5,2.11,Employee,43.01
85.52,96.33,4.78,8.95,13,2,4.98,Team Lead,100.0
86.75,97.25,17.6,9.66,10,3,4.48,Team Lead,100.0
59.22,52.05,68.06,5.13,2,1,2.25,HR,55.73
73.4,74.27,39.81,7.97,3,2,3.29,Employee,90.93
52.06,61.31,64.27,4.02,1,4,1.81,Team Lead,41.69
57.36,58.46,88.91,5.55,1,5,1.7,HR,42.35
64.73,54.14,87.67,5.88,7,4,1.6,Team Lead,58.28
77.73,77.56,33.19,7.66,1,5,3.18,Team Lead,82.23
68.8,59.95,85.58,5.28,8,3,2.22,Employee,65.55
62.5,43.56,79.7,5.87,1,4,1.75,Manager,44.85
64.66,53.21,83.8,5.98,10,1,1.3,Team Lead,69.78
97.27,99.1,23.52,9.27,7,4,4.13,Team Lead,100.0
88.73,84.44,16.46,9.81,7,1,4.91,Manager,100.0
87.19,93.45,1.56,9.99,9,4,4.41,Employee,100.0
62.15,40.13,79.85,5.63,3,5,2.32,HR,47.35
67.12,44.96,74.53,5.23,3,5,1.15,Employee,43.27
53.53,40.44,87.67,4.95,4,1,1.01,Manager,43.77
80.32,78.56,44.4,7.52,13,2,3.14,Team Lead,100.0
76.31,70.68,50.77,6.74,6,2,3.54,HR,89.53
70.36,77.32,47.57,7.87,6,4,3.77,Employee,93.44
87.79,93.78,7.54,9.67,6,5,4.87,HR,100.0
85.2,80.89,4.9,8.76,7,4,4.57,Employee,100.0
84.32,67.6,43.58,6.62,8,5,2.59,Team Lead,84.67
90.93,84.26,21.74,9.15,2,4,4.89,Team Lead,100.0
62.42,44.11,85.38,5.62,13,2,1.71,Team Lead,70.46
77.23,70.28,44.73,6.38,5,4,3.02,Manager,80.46
79.16,77.7,45.76,6.44,10,2,2.52,Team Lead,94.72
57.85,45.03,73.83,4.95,13,3,2.19,Team Lead,68.88
80.46,70.68,53.27,6.32,1,4,2.6,HR,69.28
94.43,99.62,28.5,8.54,4,2,4.4,Team Lead,100.0
51.96,48.11,68.18,5.62,11,3,1.73,Manager,66.52
82.74,75.01,36.78,6.82,4,1,3.39,Team Lead,92.88
75.82,66.37,31.07,6.83,3,2,3.12,Manager,84.4
91.18,84.6,12.91,8.88,8,4,4.43,Team Lead,100.0
75.43,73.69,38.37,7.62,2,3,3.84,Employee,88.59
64.9,62.27,70.82,5.69,14,4,1.41,Team Lead,76.27
99.23,88.39,24.5,8.57,13,1,4.3,HR,100.0
53.14,48.86,83.59,5.17,5,1,2.38,Employee,56.99
94.12,98.35,22.33,9.12,6,5,4.92,Team Lead,100.0
95.64,87.69,11.68,8.85,3,2,4.42,Manager,100.0
85.16,96.76,24.74,9.53,10,4,4.54,Manager,100.0
78.84,67.63,50.39,6.98,6,3,2.66,Employee,84.14
63.9,48.95,85.83,5.25,3,3,1.7,HR,48.26
59.31,55.09,77.75,4.82,6,5,2.06,Employee,52.22
83.59,65.9,59.31,6.09,2,3,3.4,HR,74.27
96.73,80.37,27.55,9.43,6,5,4.89,Employee,100.0
96.1,82.91,1.57,8.38,10,4,4.28,Employee,100.0
82.83,74.16,57.88,7.04,13,5,3.6,HR,100.0
71.72,76.65,46.78,7.97,1,4,2.62,HR,78.48
83.2,72.07,34.24,6.95,7,3,3.42,Team Lead,95.43
72.82,74.1,54.13,6.06,8,1,2.74,Team Lead,87.61
91.12,87.61,28.9,9.84,10,4,4.39,Manager,100.0
86.73,85.0,24.5,8.93,5,3,4.92,Employee,100.0
72.94,75.66,40.53,6.94,4,3,3.82,Team Lead,88.63
89.45,93.24,15.2,9.87,9,3,4.64,Team Lead,100.0
69.34,40.86,87.63,5.86,14,1,2.07,Employee,77.7
76.57,79.68,34.72,6.98,5,3,3.98,HR,94.93
51.65,63.68,61.28,4.36,10,4,1.88,Team Lead,62.97
76.76,65.19,53.12,6.08,6,3,3.74,Team Lead,83.26
73.69,77.94,47.67,6.96,8,5,2.53,Manager,85.69
64.46,56.86,88.85,4.28,4,2,2.46,Team Lead,53.12
69.1,63.3,68.11,4.49,14,1,1.04,Team Lead,76.27
55.89,60.1,82.91,4.16,3,1,1.45,Employee,47.46
80.5,71.48,44.66,7.56,13,4,2.74,Employee,100.0
57.29,42.17,62.9,5.23,7,2,1.83,Employee,59.68
90.39,80.32,10.36,8.26,7,1,4.92,Team Lead,100.0
85.09,89.32,17.13,8.61,3,4,4.32,Manager,100.0
51.29,55.01,86.75,5.96,11,1,1.52,HR,69.37
71.82,75.0,41.35,7.64,14,2,3.78,Team Lead,100.0
64.0,47.78,81.6,4.97,1,4,1.22,Manager,38.94
98.72,98.26,22.98,9.85,7,3,4.26,Manager,100.0
98.38,99.04,3.85,9.07,12,2,4.11,HR,100.0
50.83,50.78,85.77,4.5,14,4,2.26,Manager,64.59
58.8,61.17,72.54,4.6,14,2,1.2,HR,71.55
81.96,65.85,42.06,7.39,11,1,2.54,Employee,100.0
82.86,71.82,53.95,7.49,1,2,2.57,Team Lead,79.74
50.65,44.46,89.44,5.63,10,2,2.24,Employee,63.47
93.87,97.9,19.45,8.28,14,2,4.24,Team Lead,100.0
75.98,69.06,59.98,6.62,12,4,3.83,Manager,95.93
68.52,59.87,89.52,5.77,6,2,1.71,Manager,62.6
65.36,41.88,69.19,4.87,1,1,1.88,HR,48.78
98.56,83.54,20.47,9.06,11,3,4.08,Team Lead,100.0
76.86,75.16,51.85,7.01,10,1,2.61,HR,97.49
95.06,89.5,20.39,9.2,7,5,4.76,HR,100.0
80.7,78.39,32.85,6.25,6,4,2.74,Employee,86.07
71.49,79.85,54.79,7.14,5,5,3.66,Manager,84.88
94.61,97.01,22.23,9.09,2,1,4.65,HR,100.0
98.14,81.1,6.63,9.13,12,1,4.0,Employee,100.0
75.27,67.46,39.41,6.79,3,4,2.74,Team Lead,76.8
77.02,68.7,42.28,6.29,1,1,2.92,Employee,77.45
92.69,94.45,19.26,9.55,6,2,4.22,Team Lead,100.0
64.48,57.77,82.08,5.54,11,1,1.1,Team Lead,70.2
97.06,92.9,6.92,9.51,4,2,4.73,Manager,100.0
58.41,58.31,68.81,4.67,14,1,1.04,Employee,72.88
86.07,90.59,19.0,9.12,11,4,4.26,HR,100.0
99.29,85.02,10.4,8.41,6,1,4.73,Team Lead,100.0
82.56,69.92,33.96,6.81,3,2,3.68,Team Lead,89.28
78.99,71.68,34.37,7.11,8,2,3.97,Manager,100.0
78.29,79.51,49.46,7.64,4,3,3.05,Manager,88.99
73.63,65.27,40.4,7.05,14,5,2.92,Employee,97.76
90.14,90.64,3.77,8.27,2,2,4.14,Team Lead,100.0
82.99,78.57,42.62,7.5,2,4,3.07,Manager,84.64
74.8,69.34,33.39,7.17,9,5,3.3,Employee,93.17
99.13,92.23,13.19,9.51,2,1,4.51,Manager,100.0
86.75,91.21,5.64,9.36,14,2,4.07,Manager,100.0
70.98,66.14,51.38,7.21,5,1,3.26,Manager,87.65
69.56,56.07,63.27,5.83,7,1,1.98,Manager,72.63
98.64,97.22,15.32,8.79,8,1,4.23,Employee,100.0
88.51,85.31,28.61,9.11,4,5,4.12,HR,100.0
98.62,82.77,7.11,9.84,1,4,4.04,Team Lead,100.0
79.09,72.22,52.24,6.66,4,3,3.24,Employee,82.47
74.95,72.59,58.61,7.85,4,4,3.15,Manager,83.78
73.59,70.79,52.51,6.39,8,1,3.55,Manager,92.87
63.57,63.06,82.83,5.4,12,3,1.78,Team Lead,72.12
67.91,41.26,79.98,4.14,5,2,2.06,Team Lead,50.37
93.84,83.55,13.99,8.03,3,3,4.04,Manager,100.0
83.35,76.79,38.89,7.09,3,1,2.84,HR,89.73
71.76,77.69,30.89,7.84,6,5,2.91,Manager,90.81
60.36,44.47,74.78,4.25,4,3,1.53,Team Lead,44.35
72.64,70.85,42.11,7.51,12,4,2.92,HR,99.14
85.73,96.74,18.59,8.16,6,3,4.96,HR,100.0
95.14,80.53,23.18,8.41,14,1,4.56,HR,100.0
68.91,41.78,79.18,5.59,14,3,1.83,HR,73.02
98.61,98.86,12.67,8.75,3,5,4.94,Employee,100.0
84.43,76.46,52.95,6.09,9,4,3.2,Manager,89.93
75.49,71.99,54.39,7.32,14,1,2.99,HR,100.0
77.55,69.47,46.39,7.47,3,2,2.51,Employee,82.87
57.29,47.04,65.16,4.74,3,5,1.12,Manager,40.7
93.97,83.28,13.55,8.5,11,5,4.42,Team Lead,100.0
84.08,78.71,46.39,6.71,6,4,2.51,Employee,85.47
73.06,68.08,54.71,7.47,4,2,3.21,Manager,85.13
63.31,57.2,71.14,5.78,1,1,1.6,Employee,55.64
71.94,74.31,45.4,6.9,1,5,3.87,Team Lead,77.06
92.19,85.26,28.7,8.33,5,2,4.57,Team Lead,100.0
65.14,40.21,83.93,4.22,12,4,1.72,HR,57.28
81.76,69.11,35.2,7.62,1,2,2.7,HR,83.7
82.59,74.39,42.19,7.63,5,1,3.02,Employee,95.77
69.15,44.38,80.7,4.4,14,1,1.8,Manager,71.49
91.72,94.01,13.75,9.32,11,3,4.49,Team Lead,100.0
63.33,47.72,68.77,5.6,9,4,2.18,Employee,65.25
61.53,62.3,82.5,4.52,11,4,2.21,Employee,65.23
81.31,65.49,37.52,6.69,3,4,3.28,HR,80.35
92.56,89.1,0.96,8.2,8,4,4.12,Team Lead,100.0
97.91,97.92,6.02,8.18,1,3,4.1,Team Lead,100.0
88.78,80.81,0.21,9.09,10,5,4.33,Employee,100.0
50.82,62.53,63.94,4.59,5,2,2.48,Employee,60.02
72.24,66.32,54.9,7.15,6,1,3.52,Employee,90.32
81.17,79.59,36.41,7.69,9,2,2.71,HR,100.0
62.93,60.0,60.93,5.03,9,3,2.34,Team Lead,70.39
94.61,92.34,16.6,8.18,8,4,4.73,Employee,100.0
96.32,90.34,17.16,8.26,1,1,4.84,Team Lead,100.0
88.34,88.49,2.05,8.22,9,1,4.22,Employee,100.0
62.27,50.8,69.74,5.22,1,2,2.21,HR,52.04
76.42,79.21,33.5,6.29,7,1,3.36,Employee,96.44
87.77,86.11,23.22,8.91,2,5,4.88,Team Lead,100.0
50.78,53.23,81.38,5.22,4,5,1.53,HR,44.14
68.2,61.62,77.25,5.23,4,2,1.08,HR,55.64
68.97,64.02,87.36,4.91,8,4,2.43,HR,63.68
91.12,96.02,26.28,8.95,5,1,4.23,Team Lead,100.0
93.14,85.5,15.99,9.18,4,4,4.2,Manager,100.0
90.47,97.71,24.73,8.48,3,5,4.49,Employee,100.0
86.48,84.67,17.13,9.72,13,2,4.1,HR,100.0
87.25,87.37,7.88,8.71,12,5,4.07,Team Lead,100.0
70.56,78.07,36.51,6.01,7,4,3.62,HR,87.88
92.53,83.56,2.52,9.11,13,4,4.02,Team Lead,100.0
54.18,56.22,65.23,5.41,7,4,1.77,HR,59.26
87.78,83.84,2.99,8.86,1,3,4.08,HR,100.0
55.5,41.88,81.23,4.97,6,1,2.34,Team Lead,56.75
81.56,79.49,38.86,6.82,5,2,3.14,Manager,92.27
96.28,80.15,28.94,9.33,12,3,4.13,Manager,100.0
50.49,43.41,69.65,4.48,10,5,1.55,Team Lead,51.9
91.16,98.84,13.08,9.97,4,3,4.06,HR,100.0
81.71,76.33,48.2,7.25,8,4,3.46,Employee,95.24
86.89,94.96,28.86,8.18,4,1,4.74,Manager,100.0
70.82,79.76,40.34,6.44,2,2,3.07,Team Lead,81.1
92.46,98.13,1.21,9.69,8,5,4.81,HR,100.0
66.62,56.42,75.41,5.42,7,5,2.2,Team Lead,60.6
70.82,75.55,56.74,7.27,3,5,3.91,Manager,80.91
86.99,97.47,15.27,8.57,14,3,4.85,Employee,100.0
59.35,55.15,72.85,4.05,1,5,2.18,HR,39.96
59.48,50.74,70.13,4.08,3,2,1.98,Manager,48.36
84.21,78.4,36.84,6.17,13,4,3.91,HR,100.0
69.29,52.82,72.92,5.84,14,2,2.08,HR,82.2
97.0,91.05,11.9,8.26,4,4,4.87,Team Lead,100.0
68.78,62.78,83.16,4.5,11,4,1.49,HR,63.35
76.11,70.57,51.67,6.52,9,1,2.59,Manager,91.38
96.64,99.96,12.55,8.34,5,4,4.98,HR,100.0
73.09,75.83,57.34,7.37,12,1,2.72,Employee,100.0
95.55,94.0,26.38,9.42,4,3,4.37,Team Lead,100.0
99.25,83.77,13.06,8.41,9,1,4.11,Manager,100.0
80.87,75.9,30.09,7.37,11,5,3.53,Employee,100.0
71.81,68.16,36.42,7.83,4,2,3.02,Team Lead,89.33
83.22,75.97,50.92,7.51,6,1,3.2,Manager,96.93
55.85,46.93,84.16,4.5,3,4,1.11,Employee,37.23
52.44,43.92,67.08,4.54,8,5,1.63,HR,49.75
75.69,78.66,48.46,6.82,11,5,3.9,Team Lead,98.46
87.52,80.38,13.06,8.36,10,2,4.55,HR,100.0
66.46,60.72,64.8,4.14,4,3,1.47,Employee,51.91
98.74,88.44,19.95,8.07,13,3,4.0,HR,100.0
92.85,98.78,8.94,8.84,3,3,4.36,HR,100.0
55.46,58.16,60.23,4.27,12,1,1.53,Manager,70.29
87.73,90.95,14.89,8.0,11,1,4.65,HR,100.0
97.46,88.08,9.09,8.42,1,1,4.87,Manager,100.0
76.01,79.1,33.41,7.35,8,1,2.7,HR,100.0
62.73,55.98,63.33,5.55,9,5,1.89,Employee,64.99
66.03,63.36,83.89,5.82,6,2,1.75,Manager,64.57
93.08,99.71,9.96,8.15,12,3,4.72,Team Lead,100.0
94.32,91.64,5.02,9.55,4,3,4.31,Employee,100.0
66.47,49.62,73.77,4.61,6,5,2.4,HR,53.77
55.71,56.7,66.15,5.38,3,1,2.25,HR,59.86
67.73,56.84,67.94,4.38,14,1,1.28,Employee,74.67
72.6,79.3,50.8,7.34,3,2,2.8,Manager,84.49
59.8,52.62,87.93,5.55,12,2,1.37,HR,67.76
74.44,70.27,55.6,7.28,13,2,3.35,Team Lead,100.0
90.33,84.59,5.27,8.65,11,4,4.07,Team Lead,100.0
72.65,70.26,39.43,7.77,8,4,3.54,Manager,95.9
71.83,70.55,53.53,6.99,8,2,3.55,Employee,93.1
80.42,70.87,30.13,6.74,8,4,3.25,HR,93.28
71.36,78.95,48.77,6.37,12,3,3.34,HR,98.33
83.38,73.95,40.31,7.69,12,2,3.16,Team Lead,100.0
97.16,93.47,8.07,9.35,10,5,4.71,Manager,100.0
53.1,59.2,80.88,5.94,11,3,2.19,Manager,71.52
94.93,83.06,20.96,9.42,6,3,4.27,HR,100.0
65.74,45.53,88.58,4.6,3,4,1.23,Manager,39.48
97.32,81.85,20.22,8.11,1,5,4.67,Team Lead,100.0
97.34,81.63,19.91,9.44,11,5,4.27,Team Lead,100.0
90.66,88.27,11.21,9.07,8,4,4.45,HR,100.0
98.41,98.35,23.24,8.37,8,2,4.99,Manager,100.0
98.49,87.88,28.31,8.37,4,4,4.26,Manager,100.0
79.2,70.5,53.04,7.07,13,4,2.82,Team Lead,97.8
90.43,98.85,16.38,8.53,8,4,4.12,Team Lead,100.0
91.82,86.32,5.83,8.8,12,3,4.08,Employee,100.0
81.27,65.3,41.57,6.9,1,1,3.33,Manager,82.7
87.01,91.36,18.92,9.37,1,2,4.16,Team Lead,100.0
77.05,71.82,31.42,7.33,14,3,2.64,Employee,100.0
76.12,65.23,47.49,6.51,1,2,3.18,Team Lead,75.51
76.06,65.82,38.43,7.35,11,5,3.36,HR,96.61
77.9,70.27,44.8,6.73,6,4,3.49,Employee,86.68
72.94,70.41,48.2,6.77,9,5,3.28,HR,87.98
85.51,88.2,27.27,9.02,14,3,4.88,Team Lead,100.0
69.18,51.05,79.34,5.2,3,1,1.53,Manager,54.36
56.42,41.18,60.98,4.29,5,2,1.98,Team Lead,51.6
92.53,86.04,7.69,10.0,3,4,4.2,Team Lead,100.0
61.23,48.53,88.77,4.82,14,1,1.11,HR,67.74
92.17,91.65,5.95,9.46,2,5,4.31,Team Lead,100.0
72.52,73.66,36.78,6.92,2,1,3.33,HR,86.11
88.59,83.14,22.33,8.64,2,4,4.45,HR,100.0
60.38,40.59,82.78,5.66,13,2,1.49,Employee,68.47
63.49,44.05,61.03,5.75,9,5,2.28,Team Lead,65.02
78.35,77.52,42.28,7.23,7,4,3.85,Team Lead,95.81
84.45,75.23,50.59,7.02,2,4,2.96,Manager,79.46
76.62,71.78,39.02,7.14,7,5,2.72,Manager,86.22
