attendance_consistency,task_completion,task_delay_rate,work_hours,productive_hours,idle_time_hours,overtime_hours,experience,feedback_score,project_complexity,peer_collaboration_score,manager_rating,training_hours,learning_inde,performance_percentage,role
0.82,94.0,0.05,7.1,6.9,0.2,1,3,5,5,4,3,5.0,0.62,90.0,0.0
0.9,98.0,0.02,7.2,6.4,0.8,1,8,4,5,3,4,8.0,0.55,98.0,0.0
0.72,81.0,0.1,7.2,6.3,0.9,1,10,4,1,3,5,2.0,0.85,80.0,0.0
0.98,66.0,0.21,6.3,6.3,0.0,1,6,2,1,2,4,5.0,0.67,87.0,0.0
0.89,98.0,0.01,8.3,8.0,0.3,5,14,1,5,3,2,6.0,0.88,91.0,0.0
0.9,100.0,0.22,8.1,6.5,1.6,1,6,5,2,3,3,0.0,0.77,100.0,0.0
0.98,77.0,0.06,6.3,4.9,1.4,4,2,3,4,4,1,6.0,0.61,94.0,0.0
1.0,82.0,0.06,7.4,5.7,1.7,4,0,4,4,5,5,6.0,0.71,83.0,0.0
0.95,83.0,0.06,7.6,7.1,0.5,1,1,5,5,2,4,7.0,0.35,91.0,0.0
0.87,67.0,0.03,7.1,6.1,1.0,3,8,3,3,4,1,4.0,0.89,85.0,1.0
0.84,92.0,0.07,8.9,7.9,1.0,3,9,5,2,5,4,4.0,0.28,100.0,0.0
1.0,95.0,0.12,8.3,7.5,0.8,1,9,5,1,4,4,2.0,0.82,94.0,0.0
0.8,90.0,0.09,9.1,8.7,0.4,1,1,2,5,5,3,6.0,0.88,95.0,0.0
0.79,84.0,0.07,8.0,8.0,0.0,1,14,4,3,5,4,3.0,0.81,89.0,0.0
0.89,93.0,0.26,8.4,7.0,1.4,3,9,3,3,3,4,5.0,0.73,83.0,0.0
0.95,84.0,0.04,8.4,7.4,1.0,4,0,4,2,3,1,7.0,0.71,72.0,0.0
0.71,90.0,0.18,7.7,7.3,0.4,2,3,3,5,4,3,6.0,0.63,89.0,0.0
0.83,85.0,0.06,7.6,7.2,0.4,2,2,4,1,2,4,5.0,0.3,85.0,0.0
0.81,69.0,0.12,10.0,9.0,1.0,2,2,5,2,4,4,6.0,0.66,96.0,0.0
0.77,79.0,0.05,7.5,6.5,1.0,5,6,4,3,2,3,6.0,0.265,84.0,0.0
0.86,58.5,0.08,8.1,7.0,1.1,1,14,5,3,1,3,5.0,0.68,94.0,0.0
0.87,77.0,0.07,7.6,7.2,0.4,1,0,5,2,4,4,0.0,0.9,100.0,0.0
0.88,93.0,0.09,7.6,6.5,1.1,0,0,4,3,5,3,4.0,0.56,73.0,0.0
0.8,90.0,0.2,6.2,5.6,0.6,2,14,3,3,4,5,7.0,0.52,90.0,0.0
0.71,69.0,0.18,7.8,7.8,0.0,1,4,5,3,4,4,3.0,0.81,84.0,1.0
0.84,87.0,0.1,6.7,6.2,0.5,2,2,3,4,3,1,5.0,0.76,85.0,0.0
0.81,88.0,0.04,8.9,8.0,0.9,3,1,4,2,3,4,5.0,0.93,100.0,0.0
0.91,82.0,0.14,6.3,5.3,1.0,2,2,2,4,4,3,2.0,0.72,83.0,0.0
0.91,70.0,0.19,7.1,7.0,0.1,1,1,2,4,5,3,8.0,0.91,95.0,0.0
0.93,100.0,0.18,7.2,7.2,0.0,0,2,5,2,5,1,7.0,0.72,88.0,0.0
0.93,71.0,0.09,6.8,5.3,1.5,2,3,1,1,5,4,6.0,0.72,87.0,0.0
0.71,98.0,0.12,6.9,6.5,0.4,0,16,2,3,4,4,5.0,0.87,76.0,0.0
0.78,78.0,0.09,6.2,5.6,0.6,5,16,3,3,4,3,5.0,0.89,92.0,0.0
0.82,90.0,0.11,9.4,8.7,0.7,0,1,4,2,3,3,3.0,0.93,86.0,0.0
0.81,88.0,0.01,8.1,6.6,1.5,3,5,4,4,5,1,5.0,0.79,89.0,0.0
0.86,91.0,0.05,7.9,6.2,1.7,0,6,3,2,3,3,6.0,0.88,80.0,0.0
0.95,80.0,0.18,7.3,6.5,0.8,1,14,3,1,3,2,5.0,0.74,65.5,1.0
0.93,100.0,0.05,6.8,6.4,0.4,0,10,3,3,3,3,4.0,0.84,74.0,0.0
0.82,91.0,0.04,7.2,6.6,0.6,2,11,5,1,4,2,2.0,0.47,94.0,0.0
1.0,80.0,0.2,8.0,7.3,0.7,1,2,3,2,2,5,4.0,0.48,90.0,0.0
0.9,85.0,0.08,7.3,6.7,0.6,2,6,3,3,5,4,4.0,0.88,100.0,0.0
0.85,83.0,0.21,7.5,6.4,1.1,1,1,4,4,4,4,5.0,0.49,100.0,0.0
0.7,69.0,0.12,6.5,6.5,0.0,0,6,5,3,4,5,9.0,0.76,100.0,0.0
0.95,85.0,0.03,7.7,6.8,0.9,0,6,4,4,4,4,7.0,0.94,93.0,0.0
0.8,62.0,0.04,7.8,7.7,0.1,0,16,5,2,5,3,5.0,0.93,76.0,0.0
0.88,67.0,0.07,6.0,5.1,0.9,2,4,3,1,4,5,3.0,0.9,84.0,0.0
0.88,84.0,0.13,7.8,6.5,1.3,2,4,1,2,5,4,5.0,0.69,86.0,0.0
0.99,82.0,0.08,8.8,8.8,0.0,2,5,4,3,3,5,6.0,0.76,82.0,0.0
0.94,80.0,0.15,8.1,6.6,1.5,5,7,3,4,2,5,3.0,0.63,90.0,0.0
0.73,93.0,0.12,8.5,8.1,0.4,4,3,3,5,4,2,5.0,0.79,88.0,0.0
1.0,63.0,0.22,7.5,7.5,0.0,3,4,3,3,1,4,2.0,0.92,87.0,0.0
0.9,96.0,0.06,7.3,6.6,0.7,3,9,5,3,5,4,2.0,0.69,100.0,0.0
0.91,90.0,0.24,7.5,6.5,1.0,0,2,5,3,4,5,2.0,0.5,85.0,0.0
0.95,79.0,0.2,9.6,8.0,1.6,2,1,4,5,4,3,5.0,0.88,97.0,0.0
0.96,95.0,0.01,6.6,5.4,1.2,2,1,5,1,3,4,5.0,0.85,91.0,0.0
0.93,66.0,0.11,9.4,7.9,1.5,6,10,5,1,5,3,4.0,0.72,83.0,0.0
0.83,89.0,0.08,7.4,6.5,0.9,1,1,3,2,5,2,4.0,0.7,96.0,0.0
0.85,95.0,0.13,7.2,6.6,0.6,3,5,4,2,4,3,5.0,0.45,92.0,0.0
0.68,93.0,0.07,7.5,6.8,0.7,3,4,4,5,5,4,5.0,0.61,81.0,1.0
0.95,100.0,0.07,7.7,7.0,0.7,2,7,2,2,5,4,4.0,0.93,92.0,0.0
0.74,79.0,0.07,9.0,7.4,1.6,1,3,2,2,4,1,5.0,0.84,86.0,0.0
0.97,93.0,0.13,9.2,8.9,0.3,1,2,4,1,5,3,6.0,0.78,81.0,0.0
0.96,79.0,0.11,6.8,6.7,0.1,0,5,5,3,4,3,0.0,0.82,87.0,0.0
0.82,93.0,0.07,7.4,6.9,0.5,1,3,4,2,5,5,4.0,0.77,88.0,0.0
0.83,83.0,0.06,7.8,6.5,1.3,4,4,5,5,3,4,1.0,0.71,91.0,0.0
0.88,86.0,0.1,8.4,7.0,1.4,0,1,4,3,5,3,7.0,0.71,80.0,0.0
0.72,73.0,0.05,8.6,7.5,1.1,4,7,4,2,1,4,6.0,0.66,83.0,0.0
0.8,85.0,0.11,8.5,7.8,0.7,6,2,2,1,1,1,3.0,0.86,91.0,0.0
0.79,66.0,0.11,8.4,6.6,1.8,3,2,5,5,2,4,5.0,0.97,95.0,0.0
0.83,93.0,0.06,7.8,7.8,0.0,2,5,4,2,3,1,5.0,0.87,91.0,0.0
0.73,81.0,0.12,9.1,7.5,1.6,0,2,4,4,4,5,3.0,0.93,92.0,0.0
1.0,68.0,0.2,8.8,7.7,1.1,1,0,3,3,5,5,7.0,0.62,72.0,0.0
0.9,95.0,0.23,10.0,9.5,0.5,3,2,2,1,4,5,4.0,0.98,94.0,0.0
0.9,91.0,0.08,9.5,8.1,1.4,0,9,1,5,1,5,4.0,0.72,100.0,0.0
0.88,88.0,0.04,7.6,6.7,0.9,1,9,5,2,5,4,4.0,0.8,95.0,0.0
0.86,83.0,0.09,7.0,6.9,0.1,1,16,5,2,3,5,5.0,0.67,76.0,0.0
0.86,91.0,0.1,8.3,6.7,1.6,1,1,5,3,3,5,5.0,0.91,90.0,0.0
0.88,73.0,0.1,7.7,6.3,1.4,1,7,5,3,4,4,4.0,0.8,90.0,0.0
0.99,80.0,0.1,8.5,7.2,1.3,2,13,3,3,3,3,1.0,0.91,84.0,0.0
0.85,78.0,0.1,6.9,6.9,0.0,1,2,4,4,5,5,7.0,0.86,85.0,0.0
0.84,94.0,0.05,7.2,5.7,1.5,3,5,2,4,4,4,7.0,0.5,74.0,0.0
0.79,62.0,0.02,6.7,4.6,2.0,4,9,3,3,4,5,8.0,0.74,87.0,0.0
0.71,89.0,0.02,10.0,10.0,0.0,3,0,5,1,4,4,6.0,0.54,86.0,0.0
0.81,81.0,0.01,9.4,7.9,1.5,2,6,4,5,4,5,1.0,0.9,77.0,1.0
0.86,81.0,0.11,8.5,7.4,1.1,2,2,3,3,4,3,1.0,0.76,96.0,0.0
0.78,92.0,0.01,7.0,7.0,0.0,2,1,1,2,3,3,10.0,0.7,81.0,0.0
0.77,84.0,0.19,9.1,8.6,0.5,1,3,4,3,4,4,2.0,0.67,87.0,0.0
0.8,86.0,0.01,6.9,6.9,0.0,1,3,5,5,4,4,4.0,0.77,97.0,0.0
0.85,92.0,0.12,9.0,8.6,0.4,1,3,3,4,5,4,4.0,0.58,84.0,0.0
0.74,95.0,0.04,6.0,5.0,1.0,2,6,5,2,4,4,8.0,0.71,83.0,0.0
0.82,75.0,0.04,9.2,8.8,0.4,3,3,3,3,4,5,8.0,0.91,93.0,0.0
0.65,95.0,0.07,6.2,5.8,0.4,1,9,1,3,2,3,6.0,0.265,81.0,0.0
0.84,90.0,0.04,6.6,5.9,0.7,2,16,5,4,3,3,7.0,0.36,83.0,0.0
0.82,100.0,0.05,6.4,5.8,0.6,0,4,5,3,3,4,4.0,0.83,86.0,0.0
0.75,89.0,0.19,7.5,7.1,0.4,4,5,5,3,3,3,9.0,0.75,82.0,0.0
0.89,92.0,0.15,7.9,7.2,0.7,1,10,4,1,4,3,4.0,0.53,91.0,0.0
0.91,94.0,0.05,8.5,8.1,0.4,2,8,5,3,4,3,7.0,0.92,86.0,0.0
0.94,89.0,0.26,8.2,6.9,1.3,1,2,5,5,5,3,5.0,0.86,93.0,0.0
0.8,84.0,0.03,6.8,6.6,0.2,0,1,5,2,4,3,5.0,0.9,74.0,0.0
0.86,66.0,0.04,7.9,7.2,0.7,2,6,3,4,5,3,6.0,0.64,83.0,0.0
0.71,90.0,0.16,10.0,9.4,0.6,0,1,5,4,4,5,7.0,0.7,88.0,0.0
0.82,92.0,0.02,6.7,6.2,0.5,2,1,2,5,5,3,6.0,0.96,74.0,0.0
0.89,71.0,0.02,7.3,5.7,1.6,2,15,4,5,4,3,2.0,0.67,89.0,0.0
0.85,73.0,0.18,8.7,7.0,1.7,2,0,2,2,4,4,4.0,0.76,79.0,1.0
0.78,83.0,0.12,8.5,7.2,1.3,2,4,2,3,4,3,1.0,0.61,97.0,0.0
0.87,78.0,0.09,8.0,6.7,1.3,2,16,4,1,4,5,6.0,0.71,89.0,0.0
0.8,92.0,0.03,9.3,8.3,1.0,2,0,5,4,5,3,2.0,0.78,89.0,0.0
0.91,90.0,0.08,9.8,9.1,0.7,5,1,3,3,2,5,10.0,0.51,100.0,0.0
0.99,72.0,0.2,8.1,6.7,1.4,5,2,4,3,3,4,8.0,0.39,87.0,0.0
0.83,84.0,0.06,7.8,6.3,1.5,1,0,3,3,1,3,2.0,0.49,92.0,0.0
1.0,96.0,0.06,10.0,9.7,0.3,4,4,4,1,1,3,9.0,0.81,95.0,0.0
0.87,82.0,0.02,7.9,5.9,2.0,2,2,4,2,1,4,2.0,0.87,84.0,0.0
0.9,85.0,0.17,8.8,7.2,1.6,0,6,5,4,3,5,9.0,0.73,80.0,0.0
0.81,81.0,0.06,9.2,8.5,0.7,1,1,1,4,5,4,6.0,0.74,86.0,0.0
0.75,80.0,0.02,8.6,7.7,0.9,6,11,4,5,3,2,6.0,0.86,81.0,0.0
0.75,100.0,0.08,8.0,6.9,1.1,2,10,5,5,4,3,3.0,0.88,92.0,1.0
0.88,82.0,0.11,8.8,7.8,1.0,0,2,3,2,5,4,6.0,0.79,82.0,0.0
0.86,86.0,0.06,8.4,7.4,1.0,2,4,1,5,3,4,9.0,0.69,79.0,0.0
0.73,100.0,0.12,8.2,7.0,1.2,0,2,3,4,5,3,5.0,0.83,85.0,0.0
0.69,88.0,0.02,7.1,6.2,0.9,0,9,5,1,2,5,7.0,0.75,89.0,0.0
0.8,95.0,0.23,8.4,7.4,1.0,2,2,4,3,5,4,2.0,0.9,88.0,0.0
0.92,84.0,0.1,7.3,7.1,0.2,3,7,4,3,4,3,5.0,0.74,91.0,0.0
0.81,82.0,0.07,7.0,5.2,1.8,3,9,5,3,4,3,7.0,0.74,84.0,0.0
0.76,85.0,0.05,6.8,5.6,1.2,0,7,4,4,3,3,7.0,0.73,85.0,0.0
0.79,85.0,0.18,8.0,6.9,1.1,3,3,5,5,4,4,5.0,0.82,93.0,0.0
0.66,80.0,0.1,6.7,5.9,0.8,3,0,4,1,4,5,4.0,0.71,100.0,0.0
0.83,97.0,0.02,8.5,8.1,0.4,3,2,5,5,3,2,2.0,0.81,70.0,0.0
0.93,73.0,0.22,9.4,8.6,0.8,4,4,2,4,4,5,4.0,0.73,86.0,0.0
0.82,72.0,0.04,7.9,7.5,0.4,1,2,3,4,5,5,1.0,0.51,84.0,0.0
0.93,92.0,0.24,6.5,6.1,0.4,3,2,5,4,4,3,4.0,0.61,83.0,0.0
0.78,92.0,0.16,7.5,7.1,0.4,1,13,4,1,3,5,4.0,0.84,84.0,0.0
0.94,87.0,0.21,6.2,5.3,0.9,6,1,3,3,4,3,4.0,0.79,78.0,0.0
1.0,97.0,0.22,6.4,6.4,0.0,2,5,4,2,5,4,9.0,0.66,88.0,0.0
0.82,82.0,0.19,7.7,7.3,0.4,1,1,4,5,4,1,8.0,0.81,68.0,0.0
0.74,100.0,0.15,7.5,6.6,0.9,2,5,4,4,5,1,3.0,0.86,84.0,0.0
0.86,80.0,0.03,8.4,7.0,1.4,1,12,4,5,2,2,4.0,0.85,90.0,0.0
0.74,79.0,0.13,8.7,8.2,0.5,4,1,3,4,4,5,6.0,0.79,92.0,0.0
0.82,84.0,0.09,8.3,8.3,0.0,5,10,5,4,4,1,3.0,0.76,91.0,0.0
0.75,86.0,0.27,7.8,7.5,0.3,2,5,2,3,1,4,5.0,0.265,88.0,0.0
0.89,88.0,0.06,8.9,7.6,1.3,2,8,5,4,5,5,5.0,0.75,84.0,0.0
0.79,83.0,0.08,6.0,5.3,0.7,3,0,3,2,4,2,7.0,0.46,89.0,0.0
0.9,69.0,0.19,7.9,6.6,1.3,3,5,4,3,4,3,2.0,0.79,91.0,0.0
0.79,84.0,0.06,7.5,6.6,0.9,0,2,5,3,4,4,8.0,0.85,83.0,0.0
0.76,85.0,0.2,9.9,9.3,0.6,1,4,4,5,5,4,4.0,0.8,100.0,0.0
0.88,99.0,0.04,8.4,7.1,1.3,1,5,4,2,2,5,9.0,0.83,100.0,0.0
0.93,76.0,0.11,8.3,7.4,0.9,5,3,2,4,4,3,4.0,0.59,90.0,0.0
0.94,72.0,0.15,8.0,7.6,0.4,0,4,5,2,3,5,5.0,0.85,76.0,0.0
0.76,85.0,0.15,7.7,6.8,0.9,4,7,5,2,4,3,6.0,0.96,100.0,0.0
1.0,90.0,0.18,8.0,7.3,0.7,3,3,3,1,4,4,5.0,0.89,86.0,0.0
0.81,76.0,0.16,8.9,8.5,0.4,1,14,5,3,5,4,6.0,0.64,89.0,0.0
0.71,86.0,0.09,8.2,7.3,0.9,2,8,4,1,5,4,5.0,0.87,76.0,1.0
0.84,99.0,0.11,10.0,9.6,0.4,4,5,4,5,4,4,7.0,0.69,76.0,0.0
0.83,71.0,0.04,8.4,7.7,0.7,3,2,2,1,4,5,3.0,0.93,76.0,0.0
0.86,80.0,0.05,7.0,5.9,1.1,0,5,5,5,4,2,7.0,0.87,91.0,1.0
0.85,87.0,0.02,10.0,8.7,1.3,2,3,3,2,3,5,3.0,0.87,88.0,0.0
0.66,82.0,0.06,8.5,8.0,0.5,3,3,2,5,4,3,8.0,0.79,84.0,0.0
0.68,75.0,0.08,8.9,7.8,1.1,1,0,4,4,5,4,6.0,0.84,79.0,0.0
0.64,79.0,0.09,7.6,6.5,1.1,0,3,3,4,4,4,9.0,0.75,77.0,0.0
0.81,82.0,0.03,10.0,9.4,0.6,2,0,5,2,5,3,3.0,0.8,89.0,0.0
0.96,89.0,0.19,8.3,7.9,0.4,3,2,3,5,4,2,8.0,0.66,91.0,0.0
0.84,75.0,0.07,9.4,9.1,0.3,3,7,4,3,1,5,4.0,0.85,97.0,0.0
0.83,100.0,0.275,7.1,6.7,0.4,2,5,3,5,3,2,3.0,0.74,95.0,0.0
0.68,84.0,0.24,7.8,5.9,1.9,2,5,3,1,3,2,6.0,0.85,74.0,0.0
0.79,84.0,0.12,7.8,7.2,0.6,2,0,4,5,2,5,1.0,0.91,99.0,0.0
0.95,99.0,0.19,6.7,5.9,0.8,1,12,1,2,3,2,4.0,0.61,75.0,0.0
0.87,76.0,0.04,8.5,8.5,0.0,1,2,3,3,5,5,3.0,0.89,82.0,0.0
0.74,86.0,0.06,9.3,8.1,1.2,2,1,3,2,3,3,3.0,0.57,80.0,0.0
0.84,83.0,0.21,9.5,9.1,0.4,4,4,5,2,4,3,7.0,0.67,100.0,0.0
1.0,73.0,0.03,6.3,6.1,0.2,2,1,5,5,1,5,3.0,0.66,72.0,0.0
0.72,79.0,0.15,7.5,7.2,0.3,3,3,5,5,3,4,6.0,0.65,100.0,0.0
0.94,100.0,0.05,7.0,6.3,0.7,2,16,3,2,4,4,6.0,0.67,98.0,0.0
0.79,70.0,0.13,7.7,7.1,0.6,2,1,5,4,5,2,5.0,0.66,97.0,0.0
0.9,78.0,0.02,7.7,6.4,1.3,0,9,3,3,2,4,4.0,0.71,88.0,0.0
0.91,58.5,0.13,9.5,9.0,0.5,2,1,4,3,5,5,4.0,0.88,73.0,0.0
0.89,100.0,0.1,8.3,7.4,0.9,2,6,4,3,5,3,5.0,0.67,97.0,0.0
1.0,65.0,0.03,8.0,6.5,1.5,2,3,4,4,4,4,6.0,0.75,85.0,0.0
0.87,69.0,0.07,8.3,7.5,0.8,3,5,4,4,4,3,2.0,0.66,100.0,0.0
0.84,79.0,0.03,10.0,8.8,1.2,3,8,4,3,2,4,4.0,0.62,87.0,0.0
0.86,88.0,0.19,9.4,8.9,0.5,4,13,4,1,4,4,7.0,0.71,90.0,0.0
0.82,88.0,0.17,9.8,8.9,0.9,3,9,3,3,5,4,5.0,0.75,82.0,0.0
0.89,84.0,0.19,7.8,6.6,1.2,3,5,1,3,5,4,3.0,0.67,83.0,0.0
0.91,81.0,0.05,8.5,7.8,0.7,2,0,5,2,4,4,4.0,0.7,81.0,0.0
0.73,76.0,0.08,9.2,7.4,1.8,1,13,2,5,3,1,3.0,0.92,79.0,0.0
0.98,100.0,0.18,7.6,6.8,0.8,1,2,4,3,4,4,3.0,0.7,95.0,0.0
0.87,59.0,0.09,9.4,8.7,0.7,4,0,4,4,5,3,5.0,0.92,78.0,0.0
0.94,83.0,0.12,8.4,7.8,0.6,0,3,4,3,4,2,5.0,0.61,87.0,0.0
0.8,90.0,0.08,8.7,7.3,1.4,2,9,5,4,5,3,7.0,0.86,80.0,0.0
0.89,79.0,0.01,6.5,5.6,0.9,2,1,4,2,4,1,3.0,0.79,97.0,0.0
0.87,85.0,0.15,8.2,6.8,1.4,3,1,4,2,4,2,6.0,0.47,92.0,0.0
0.83,99.0,0.14,7.3,6.5,0.8,5,7,4,3,3,3,5.0,0.85,86.0,0.0
0.9,70.0,0.07,8.1,7.2,0.9,3,9,5,4,5,3,5.0,0.38,93.0,0.0
0.94,88.0,0.07,9.1,7.7,1.4,6,7,4,3,4,3,4.0,0.85,94.0,0.0
0.88,67.0,0.11,8.1,6.9,1.2,1,2,3,1,2,5,2.0,0.69,90.0,0.0
0.86,99.0,0.2,7.8,7.2,0.6,1,3,1,2,3,3,5.0,0.7,83.0,0.0
0.98,94.0,0.15,7.1,6.3,0.8,1,16,4,3,5,4,7.0,0.81,99.0,1.0
0.96,87.0,0.2,7.6,6.4,1.2,0,5,4,2,5,5,5.0,0.64,81.0,0.0
0.97,84.0,0.08,8.1,7.2,0.9,0,0,5,3,4,3,4.0,0.88,96.0,0.0
0.96,81.0,0.11,8.0,6.2,1.8,0,4,3,3,4,5,7.0,0.52,72.0,0.0
0.72,86.0,0.1,7.9,6.8,1.1,2,11,4,2,4,5,5.0,0.69,92.0,0.0
0.98,83.0,0.09,6.1,5.1,1.0,1,3,4,3,4,4,4.0,0.5,82.0,0.0
0.73,91.0,0.03,8.4,6.7,1.7,4,9,5,4,3,4,6.0,0.57,88.0,0.0
0.76,87.0,0.13,6.3,5.6,0.7,1,0,2,4,3,3,7.0,0.63,89.0,0.0
0.6,91.0,0.06,9.2,8.2,1.0,1,4,4,2,4,3,5.0,0.9,96.0,0.0
0.82,88.0,0.08,6.3,6.3,0.0,3,3,3,2,2,4,2.0,0.55,81.0,0.0
0.74,69.0,0.12,8.4,6.7,1.7,2,1,5,5,2,2,5.0,0.62,92.0,0.0
0.78,93.0,0.02,8.6,8.1,0.5,0,1,4,4,1,5,9.0,0.39,92.0,0.0
0.82,80.0,0.11,8.0,6.4,1.6,2,1,3,3,1,5,1.0,0.4,91.0,0.0
0.61,93.0,0.06,8.6,7.8,0.8,1,1,4,3,4,5,4.0,0.81,93.0,0.0
0.88,90.0,0.05,8.2,7.2,1.0,1,4,5,2,4,5,7.0,0.73,89.0,0.0
0.9,94.0,0.06,8.1,7.8,0.3,1,4,5,2,4,4,6.0,0.48,93.0,0.0
0.99,76.0,0.09,7.9,7.8,0.1,0,1,3,1,5,5,5.0,0.63,91.0,0.0
0.59,79.0,0.13,8.3,7.0,1.3,2,12,5,5,5,4,5.0,0.89,86.0,0.0
0.91,79.0,0.09,9.0,7.7,1.3,1,13,4,5,4,4,2.0,0.97,81.0,0.0
0.9,98.0,0.01,8.5,8.5,0.0,3,2,4,3,4,4,6.0,0.47,81.0,0.0
0.73,93.0,0.18,9.6,9.4,0.2,1,1,3,2,4,4,5.0,0.78,92.0,0.0
1.0,80.0,0.05,7.3,6.9,0.4,1,2,3,2,5,4,4.0,0.48,89.0,0.0
0.94,98.0,0.11,8.1,7.0,1.1,1,4,3,4,5,5,3.0,0.71,82.0,0.0
0.96,100.0,0.03,6.8,6.6,0.2,3,15,5,4,4,3,4.0,0.7,78.0,1.0
0.9,94.0,0.02,8.1,6.5,1.6,3,12,4,2,4,1,2.0,0.83,79.0,0.0
0.74,79.0,0.05,7.9,7.8,0.1,3,16,4,3,3,5,7.0,0.85,93.0,0.0
0.75,82.0,0.07,7.4,7.4,0.0,3,2,3,1,4,5,3.0,0.86,96.0,0.0
0.89,87.0,0.12,7.1,7.1,0.0,0,6,5,4,3,4,4.0,0.89,76.0,0.0
0.78,78.0,0.13,8.0,6.7,1.3,3,14,5,5,4,3,5.0,0.77,87.0,0.0
0.71,87.0,0.07,6.0,5.9,0.1,0,5,4,3,5,1,4.0,0.5,92.0,0.0
0.94,71.0,0.03,7.2,6.9,0.3,2,9,4,3,4,4,3.0,0.74,99.0,0.0
0.98,92.0,0.07,9.3,8.2,1.1,2,6,4,4,4,3,2.0,0.87,93.0,0.0
0.82,86.0,0.06,9.3,8.0,1.3,2,3,3,3,4,5,6.0,0.63,91.0,1.0
0.66,78.0,0.07,6.3,5.9,0.4,1,1,5,5,5,5,7.0,0.79,87.0,0.0
0.89,80.0,0.15,8.8,8.5,0.3,4,5,5,2,4,1,3.0,0.74,93.0,0.0
0.7,65.0,0.24,9.1,8.6,0.5,2,0,2,4,4,3,6.0,0.6,88.0,0.0
0.8,86.0,0.08,8.5,7.6,0.9,0,3,4,3,3,3,7.0,0.85,86.0,1.0
0.93,81.0,0.2,6.3,5.8,0.5,0,16,5,2,4,4,2.0,0.69,95.0,0.0
0.82,74.0,0.08,8.5,8.1,0.4,2,5,5,2,3,5,2.0,0.58,82.0,0.0
0.91,92.0,0.04,7.0,6.4,0.6,2,1,4,5,3,4,5.0,0.72,91.0,0.0
0.82,84.0,0.07,8.9,8.0,0.9,2,8,1,3,4,5,3.0,0.82,89.0,0.0
0.91,75.0,0.06,8.0,6.5,1.5,3,16,3,4,4,4,2.0,0.38,72.0,0.0
0.97,96.0,0.18,7.8,6.6,1.2,4,1,5,1,3,5,5.0,0.89,80.0,0.0
0.76,81.0,0.04,8.8,7.9,0.9,1,10,4,3,2,4,1.0,0.53,92.0,0.0
0.89,81.0,0.18,7.6,7.0,0.6,1,9,3,2,4,5,4.0,0.89,92.0,0.0
0.81,92.0,0.07,8.1,7.8,0.3,2,14,5,3,4,3,8.0,0.6,81.0,0.0
1.0,100.0,0.04,8.2,7.2,1.0,3,1,4,2,4,2,8.0,0.62,91.0,0.0
0.86,100.0,0.11,8.0,7.3,0.7,0,2,3,2,5,4,5.0,0.72,68.0,0.0
0.96,72.0,0.08,8.7,7.9,0.8,2,5,5,2,1,3,4.0,0.89,85.0,0.0
0.81,58.5,0.25,7.3,6.6,0.7,0,1,4,3,4,2,6.0,0.76,84.0,0.0
0.88,76.0,0.1,8.0,7.4,0.6,2,2,3,3,5,4,8.0,0.81,90.0,0.0
0.66,87.0,0.09,8.3,6.9,1.4,2,16,4,4,2,5,6.0,0.77,100.0,1.0
0.9,81.0,0.08,7.1,7.1,0.0,2,11,5,4,4,5,7.0,0.81,92.0,0.0
0.73,93.0,0.07,8.5,8.3,0.2,2,11,5,3,5,4,8.0,0.85,90.0,0.0
1.0,100.0,0.18,8.0,7.0,1.0,2,3,2,1,3,3,9.0,0.69,86.0,0.0
0.94,83.0,0.03,8.1,7.5,0.6,0,0,3,5,2,5,10.5,0.57,78.0,0.0
0.85,88.0,0.02,7.8,7.2,0.6,2,2,2,5,4,3,3.0,0.51,85.0,0.0
0.91,97.0,0.04,7.6,7.0,0.6,1,2,5,3,5,5,5.0,0.92,89.0,0.0
0.63,83.0,0.06,8.2,6.7,1.5,3,1,5,3,2,4,4.0,0.82,95.0,0.0
0.86,98.0,0.13,8.2,7.3,0.9,2,7,3,2,4,4,5.0,0.48,84.0,0.0
0.93,66.0,0.15,8.7,7.3,1.4,3,16,3,4,4,3,4.0,0.265,77.0,0.0
0.94,86.0,0.2,7.5,6.9,0.6,4,1,5,1,4,4,6.0,0.66,89.0,1.0
0.8,82.0,0.1,7.5,6.2,1.3,1,8,4,3,3,4,1.0,0.79,92.0,0.0
0.96,98.0,0.12,8.5,7.7,0.8,2,5,1,3,3,1,4.0,0.8,78.0,0.0
0.89,87.0,0.2,6.0,6.0,0.0,2,1,3,3,3,4,7.0,0.88,95.0,1.0
0.83,100.0,0.15,6.9,6.0,0.9,3,8,3,4,5,4,6.0,0.71,93.0,0.0
0.87,100.0,0.22,7.6,6.5,1.1,0,0,4,2,5,5,4.0,0.68,86.0,0.0
0.91,70.0,0.03,8.5,6.9,1.6,4,2,3,5,2,3,10.0,0.7,89.0,0.0
0.93,83.0,0.07,7.4,7.4,0.0,2,16,4,2,5,5,2.0,0.88,75.0,0.0
0.86,92.0,0.04,8.7,8.0,0.7,3,3,5,5,4,5,6.0,0.6,91.0,0.0
0.81,79.0,0.12,8.0,7.2,0.8,2,15,5,3,2,2,4.0,0.65,79.0,0.0
0.82,93.0,0.07,8.2,6.8,1.4,2,5,5,1,3,5,3.0,0.95,89.0,0.0
0.92,67.0,0.11,8.7,8.0,0.7,1,2,4,3,5,4,3.0,0.38,92.0,0.0
