attendance_consistency,task_completion,task_delay_rate,productive_hours,experience,project_complexity,feedback_score,role,performance_percentage,efficiency_score,exp_productivity
95.99,85.7,22.55,9.22,5,2,4.41,Employee,100.0,63.150000000000006,13.830000000000002
94.39,89.72,26.19,9.85,12,4,4.38,Employee,100.0,63.53,21.67
55.85,63.57,62.24,5.73,5,1,1.9,HR,66.76,1.3299999999999983,8.595
52.22,62.15,67.19,4.74,7,2,2.41,Manager,64.01,-5.039999999999999,8.058
97.95,93.2,24.14,9.39,6,5,4.99,Team Lead,100.0,69.06,15.024000000000001
51.67,49.82,69.68,4.78,12,1,1.73,Employee,68.5,-19.860000000000007,10.516000000000002
78.75,73.85,41.47,7.54,9,5,3.21,Manager,95.3,32.379999999999995,14.325999999999999
64.39,52.61,87.15,5.95,8,5,1.73,HR,58.82,-34.540000000000006,10.71
68.07,40.12,72.29,4.34,8,1,1.22,HR,56.39,-32.17000000000001,7.812
67.86,40.61,60.89,5.19,4,2,1.31,Employee,53.45,-20.28,7.266
97.09,95.89,25.58,9.58,7,3,4.56,HR,100.0,70.31,16.286
53.48,63.32,84.0,5.28,2,5,1.78,Manager,44.82,-20.68,6.336
72.72,76.55,49.52,7.87,2,1,2.91,HR,87.12,27.029999999999994,9.443999999999999
54.05,41.21,62.98,5.68,10,2,1.56,Team Lead,65.48,-21.769999999999996,11.36
74.57,68.96,47.75,6.51,10,4,2.98,Employee,89.24,21.209999999999994,13.02
57.91,52.15,88.2,5.31,14,4,1.44,Team Lead,66.24,-36.050000000000004,12.743999999999998
82.99,72.11,59.72,6.39,1,3,3.0,Manager,73.37,12.39,7.029
85.3,84.13,3.55,9.41,2,3,4.66,HR,100.0,80.58,11.292
87.15,98.03,5.23,8.71,4,5,4.38,Team Lead,100.0,92.8,12.194
91.84,92.02,20.66,8.29,6,4,4.58,Team Lead,100.0,71.36,13.264
59.41,46.23,87.91,5.62,12,4,1.42,Employee,62.3,-41.68,12.364
89.53,93.88,12.34,9.72,1,5,4.21,Employee,100.0,81.53999999999999,10.692000000000002
76.31,68.03,47.61,6.77,13,2,2.8,Team Lead,99.81,20.42,15.570999999999998
78.12,76.31,37.29,7.28,8,1,3.42,HR,100.0,39.02,13.104000000000001
76.02,73.91,38.61,7.7,10,1,2.73,Employee,100.0,35.3,15.4
96.12,80.36,0.68,9.16,2,1,4.99,HR,100.0,79.67999999999999,10.991999999999999
92.47,92.84,7.37,9.55,3,4,4.13,Manager,100.0,85.47,12.415000000000001
57.82,40.56,80.63,5.29,12,4,1.42,Manager,60.06,-40.06999999999999,11.638000000000002
78.19,69.75,40.96,6.11,2,5,3.63,Manager,74.99,28.79,7.332
67.28,51.31,62.84,4.73,11,3,2.17,Team Lead,70.13,-11.530000000000001,9.933000000000002
56.82,64.34,89.59,5.39,11,2,1.58,Manager,68.42,-25.25,11.318999999999999
58.1,49.55,79.15,4.94,5,4,2.49,Manager,52.75,-29.60000000000001,7.41
82.28,74.81,30.09,6.48,4,2,3.6,Employee,91.43,44.72,9.072
74.99,72.13,33.24,7.02,9,4,3.41,Team Lead,95.88,38.88999999999999,13.338
90.25,99.85,14.78,8.1,5,5,4.36,Team Lead,100.0,85.07,12.149999999999999
74.52,76.35,54.53,7.92,4,5,3.52,Employee,85.83,21.819999999999993,11.088
95.83,91.98,22.75,9.99,8,4,4.47,Employee,100.0,69.23,17.982
98.82,98.14,6.01,8.95,6,5,4.14,HR,100.0,92.13,14.32
68.39,45.57,78.42,5.81,6,5,1.73,Manager,54.82,-32.85,9.296
85.59,92.08,1.66,8.18,9,3,4.05,Team Lead,100.0,90.42,15.541999999999998
71.02,79.57,30.19,7.06,7,1,2.86,Manager,97.21,49.379999999999995,12.001999999999999
98.67,91.73,6.32,8.56,3,5,4.22,HR,100.0,85.41,11.128000000000002
78.53,66.83,43.12,7.78,10,2,3.45,Team Lead,100.0,23.71,15.56
73.54,78.63,45.08,7.31,2,5,3.12,Team Lead,79.14,33.55,8.771999999999998
54.93,40.2,66.2,4.09,4,2,2.08,HR,47.41,-26.0,5.725999999999999
78.92,78.55,59.28,6.64,10,2,3.27,Team Lead,96.99,19.269999999999996,13.28
54.54,47.69,80.53,5.06,1,1,2.33,Manager,48.79,-32.84,5.566
65.82,45.3,60.84,4.9,9,5,2.41,HR,62.42,-15.540000000000006,9.31
95.83,94.23,10.06,9.26,14,5,4.73,Team Lead,100.0,84.17,22.224
59.69,42.08,87.12,5.67,8,3,2.13,HR,59.11,-45.040000000000006,10.206
85.95,96.68,7.74,9.76,6,3,4.19,Manager,100.0,88.94000000000001,15.616
90.4,90.62,7.09,8.61,11,4,4.46,HR,100.0,83.53,18.081
64.41,62.82,61.56,5.71,1,1,1.99,Employee,61.14,1.259999999999998,6.281000000000001
83.8,69.24,46.96,6.64,7,5,2.96,Team Lead,84.3,22.279999999999994,11.287999999999998
60.87,57.19,71.78,5.69,12,3,2.11,Manager,74.99,-14.590000000000003,12.518000000000002
96.37,97.37,22.39,9.62,13,5,4.45,Employee,100.0,74.98,22.125999999999998
96.18,86.83,3.8,9.08,6,3,4.99,Employee,100.0,83.03,14.528
61.41,60.52,87.68,5.04,11,2,2.11,Employee,69.72,-27.160000000000004,10.584000000000001
87.15,82.81,3.06,8.05,10,3,4.22,Manager,100.0,79.75,16.1
55.84,53.61,63.57,4.7,11,2,1.06,Employee,64.1,-9.96,9.870000000000001
83.81,77.85,34.3,7.9,9,5,3.6,Manager,100.0,43.55,15.01
80.65,73.01,34.32,6.02,11,1,3.71,HR,100.0,38.690000000000005,12.642
75.64,66.82,49.76,7.22,3,3,3.42,HR,82.21,17.059999999999995,9.386
82.72,77.78,58.3,6.14,3,3,3.36,Manager,79.84,19.480000000000004,7.982
76.89,68.81,41.91,7.84,4,3,3.79,Team Lead,91.65,26.900000000000006,10.975999999999999
99.74,96.92,10.59,9.85,11,2,4.76,HR,100.0,86.33,20.685
69.44,49.39,65.88,4.85,7,1,1.99,Team Lead,65.2,-16.489999999999995,8.245
51.63,45.92,68.14,5.07,8,2,1.01,Employee,55.48,-22.22,9.126000000000001
80.58,65.53,47.42,6.09,4,4,2.66,Manager,74.1,18.11,8.526
98.27,84.23,7.57,9.27,13,4,4.83,HR,100.0,76.66,21.320999999999998
97.21,92.06,26.27,9.81,11,2,4.25,Manager,100.0,65.79,20.601000000000003
66.13,48.87,84.36,5.85,2,1,2.42,Employee,57.65,-35.49,7.02
51.64,46.33,81.82,4.79,9,4,1.83,Employee,53.52,-35.489999999999995,9.100999999999999
59.82,54.36,77.58,4.95,5,4,1.92,HR,52.09,-23.22,7.425000000000001
88.51,91.76,17.12,8.97,6,4,4.55,Team Lead,100.0,74.64,14.352000000000002
96.45,91.04,7.65,8.53,6,4,4.29,Manager,100.0,83.39,13.648
70.98,71.66,55.52,6.15,2,1,3.03,Employee,76.07,16.139999999999993,7.38
90.89,99.58,22.57,8.2,12,5,4.76,HR,100.0,77.00999999999999,18.04
51.86,40.93,62.29,4.69,1,5,1.25,HR,34.46,-21.36,5.159000000000001
52.17,42.04,83.72,5.81,2,4,1.26,Employee,40.26,-41.68,6.9719999999999995
65.07,50.26,80.61,4.87,5,1,2.31,Manager,59.13,-30.35,7.305
89.56,91.08,4.43,8.44,7,5,4.16,HR,100.0,86.65,14.347999999999999
92.41,82.53,15.11,8.48,11,3,4.76,HR,100.0,67.42,17.808000000000003
58.02,63.43,65.13,5.77,1,5,1.98,Employee,51.23,-1.6999999999999957,6.347
70.58,73.37,40.9,7.92,12,5,2.89,Team Lead,99.55,32.470000000000006,17.424
68.85,42.67,74.79,5.48,4,1,2.34,Employee,60.18,-32.120000000000005,7.672
64.06,52.53,74.71,5.09,6,1,1.04,Manager,57.49,-22.179999999999993,8.144
91.27,86.07,24.21,9.16,7,1,4.08,Team Lead,100.0,61.85999999999999,15.572
63.1,62.99,88.02,4.72,13,1,1.91,HR,74.21,-25.029999999999994,10.855999999999998
79.92,65.76,51.16,7.4,5,2,3.21,Team Lead,88.54,14.600000000000009,11.100000000000001
90.3,94.36,7.12,9.02,12,1,4.47,Employee,100.0,87.24,19.844
50.75,62.53,61.86,4.96,1,4,1.04,Team Lead,43.07,0.6700000000000017,5.456
60.47,41.16,89.92,5.49,7,3,2.26,HR,56.22,-48.760000000000005,9.333
82.88,69.93,51.36,7.31,9,3,3.36,Team Lead,96.74,18.570000000000007,13.889
71.46,71.75,58.92,7.09,5,2,3.2,HR,85.05,12.829999999999998,10.635
86.25,92.94,12.69,9.84,9,4,4.93,HR,100.0,80.25,18.695999999999998
95.06,91.21,3.33,8.89,4,5,4.46,Team Lead,100.0,87.88,12.446
93.34,80.79,6.11,8.4,10,4,4.6,Team Lead,100.0,74.68,16.8
94.78,99.7,22.49,8.51,13,3,4.49,Employee,100.0,77.21000000000001,19.572999999999997
90.0,98.28,21.71,9.64,11,5,4.19,Manager,100.0,76.57,20.244000000000003
98.63,92.26,26.15,9.24,4,1,4.59,Employee,100.0,66.11000000000001,12.936
67.4,61.16,86.14,4.44,9,5,1.66,Team Lead,56.46,-24.980000000000004,8.436
55.09,51.83,73.0,4.88,6,4,1.07,HR,48.48,-21.17,7.808
95.06,95.05,23.4,8.46,8,3,4.64,HR,100.0,71.65,15.228000000000002
78.18,75.17,38.15,7.94,2,2,2.91,Manager,88.72,37.02,9.528
97.03,84.51,0.89,9.04,7,1,4.17,Employee,100.0,83.62,15.367999999999999
96.22,84.94,10.27,8.5,14,3,4.65,Team Lead,100.0,74.67,20.4
52.92,55.35,78.87,4.93,5,2,2.11,Team Lead,55.27,-23.520000000000003,7.395
81.81,67.41,49.93,6.78,2,5,3.92,Manager,78.18,17.479999999999997,8.136
70.66,73.06,52.13,6.67,9,1,3.05,HR,93.73,20.93,12.673
87.72,95.81,11.54,8.87,5,2,4.59,HR,100.0,84.27000000000001,13.305
56.27,47.36,72.44,4.24,5,1,2.13,Team Lead,53.62,-25.08,6.36
89.5,84.67,21.35,8.07,9,4,4.85,HR,100.0,63.32,15.333
89.89,89.51,18.08,9.97,12,2,4.94,Employee,100.0,71.43,21.934000000000005
99.93,95.41,24.07,9.52,9,2,4.26,Employee,100.0,71.34,18.087999999999997
81.89,72.15,50.78,6.32,14,4,3.34,HR,100.0,21.370000000000005,15.168
89.93,95.24,27.27,8.95,13,1,4.91,Employee,100.0,67.97,20.584999999999997
91.22,82.83,19.56,9.78,14,2,4.12,Team Lead,100.0,63.269999999999996,23.471999999999998
88.74,88.59,20.05,9.24,13,5,4.34,HR,100.0,68.54,21.252
99.69,98.43,13.48,9.91,11,3,4.58,HR,100.0,84.95,20.811
91.82,85.95,3.46,8.05,7,1,4.65,Team Lead,100.0,82.49000000000001,13.685
76.44,77.9,34.42,7.51,11,1,2.61,Employee,100.0,43.480000000000004,15.771
96.95,99.32,7.19,9.39,4,1,4.59,Employee,100.0,92.13,13.146
95.46,85.02,5.49,8.53,8,2,4.55,Team Lead,100.0,79.53,15.354
67.32,43.05,62.96,5.93,9,3,1.44,HR,66.01,-19.910000000000004,11.267
83.07,70.37,48.78,6.32,10,5,2.81,HR,87.76,21.590000000000003,12.64
66.13,64.09,86.91,4.36,8,5,1.12,Manager,51.78,-22.819999999999993,7.848000000000001
80.25,73.98,31.64,7.9,4,3,2.55,Employee,90.18,42.34,11.06
66.83,51.35,85.68,4.02,12,2,2.21,Manager,66.13,-34.330000000000005,8.844
93.15,88.78,23.05,8.43,3,5,4.23,Employee,100.0,65.73,10.959
51.32,43.44,60.22,4.76,3,3,2.15,Manager,48.36,-16.78,6.188
59.32,58.22,87.95,4.26,7,3,1.56,Team Lead,51.78,-29.730000000000004,7.241999999999999
88.62,82.04,9.79,9.26,14,1,4.42,HR,100.0,72.25,22.224
93.49,94.05,18.41,8.62,3,1,4.8,Employee,100.0,75.64,11.206
93.29,92.23,4.34,9.7,11,5,4.57,Manager,100.0,87.89,20.37
76.49,70.25,39.54,6.93,13,1,3.0,Employee,100.0,30.71,15.938999999999998
82.8,76.77,31.75,6.35,5,4,3.0,Employee,86.13,45.019999999999996,9.524999999999999
96.08,98.69,8.54,9.17,2,2,4.72,HR,100.0,90.15,11.004
87.57,87.47,22.47,9.23,12,1,4.75,Team Lead,100.0,65.0,20.306
84.76,75.23,30.32,6.98,2,4,3.93,HR,88.27,44.910000000000004,8.376
57.15,57.26,74.14,4.66,5,5,1.4,Manager,46.92,-16.880000000000003,6.99
94.49,93.48,1.59,8.74,8,3,4.42,HR,100.0,91.89,15.732000000000001
80.24,72.2,47.85,7.8,12,1,3.25,Employee,100.0,24.35,17.16
64.98,50.1,74.38,4.52,8,1,1.82,Employee,62.11,-24.279999999999994,8.136
74.75,66.9,44.52,7.05,8,1,3.55,Employee,96.87,22.380000000000003,12.69
64.76,46.79,62.88,4.5,1,4,2.38,Manager,46.07,-16.090000000000003,4.95
77.48,72.85,45.99,6.48,4,1,2.58,HR,83.34,26.859999999999992,9.072
66.79,44.94,66.56,4.63,6,3,2.01,HR,56.07,-21.620000000000005,7.408
80.33,79.65,45.64,7.47,13,5,3.84,HR,100.0,34.010000000000005,17.180999999999997
63.87,52.35,78.53,5.76,7,4,2.11,Team Lead,61.31,-26.18,9.792
63.23,47.89,71.31,4.08,6,4,1.21,Team Lead,46.36,-23.42,6.5280000000000005
77.99,65.53,55.2,6.09,6,1,3.86,HR,87.86,10.329999999999998,9.744
60.91,51.12,69.98,4.23,12,5,2.16,Team Lead,62.52,-18.860000000000007,9.306000000000001
81.93,78.16,55.28,6.35,10,5,2.64,Team Lead,87.81,22.879999999999995,12.7
87.61,94.24,24.78,8.2,4,2,4.24,Employee,100.0,69.46,11.479999999999999
77.0,79.01,42.61,6.32,6,2,3.04,Manager,89.2,36.400000000000006,10.112000000000002
85.02,81.78,1.05,9.73,3,2,4.31,Team Lead,100.0,80.73,12.649000000000001
79.2,75.02,33.99,6.6,6,3,3.84,Manager,93.69,41.029999999999994,10.56
51.26,40.5,88.45,5.46,1,4,1.23,Employee,34.72,-47.95,6.006
72.63,70.25,37.38,6.46,14,4,2.92,Employee,98.66,32.87,15.504
51.05,63.19,63.47,5.85,5,3,1.68,Manager,60.66,-0.28000000000000114,8.774999999999999
95.35,97.47,21.65,9.16,7,5,4.63,Employee,100.0,75.82,15.572
80.22,72.4,53.66,7.85,10,4,3.51,Employee,99.85,18.74000000000001,15.7
55.02,41.89,88.98,5.23,10,3,1.21,HR,54.76,-47.09,10.46
58.27,48.0,63.19,5.16,2,4,1.54,HR,45.83,-15.189999999999998,6.192
66.04,60.35,72.0,5.11,12,4,2.02,Manager,71.85,-11.649999999999999,11.242
50.63,56.06,69.06,4.32,4,1,1.07,Team Lead,48.62,-13.0,6.048
94.47,93.55,16.74,9.87,13,4,4.6,HR,100.0,76.81,22.700999999999997
50.61,64.25,87.74,5.87,13,2,1.55,Team Lead,73.47,-23.489999999999995,13.501
59.53,52.38,83.71,4.86,7,4,1.75,Manager,52.9,-31.32999999999999,8.262
82.94,76.59,32.46,7.32,6,3,3.78,Team Lead,98.73,44.13,11.712000000000002
89.82,91.29,13.66,8.1,3,5,4.37,Team Lead,100.0,77.63000000000001,10.53
60.87,49.65,73.28,5.05,13,5,1.19,Employee,62.66,-23.630000000000003,11.614999999999998
58.97,52.48,84.71,4.03,13,1,2.3,Team Lead,69.16,-32.23,9.269
86.44,84.67,1.43,8.11,10,2,4.92,Team Lead,100.0,83.24,16.22
79.84,78.92,31.53,7.24,13,1,3.39,Employee,100.0,47.39,16.651999999999997
67.38,53.25,74.04,4.82,5,2,2.23,HR,59.25,-20.790000000000006,7.23
96.51,91.9,14.67,8.77,6,4,4.29,HR,100.0,77.23,14.032
87.19,90.86,9.86,8.52,6,4,4.68,Employee,100.0,81.0,13.632
91.27,83.39,0.54,9.56,3,3,4.78,Team Lead,100.0,82.85,12.428
77.82,65.4,45.86,6.9,3,1,3.38,Manager,85.29,19.540000000000006,8.97
88.45,89.67,3.27,9.17,12,1,4.6,Team Lead,100.0,86.4,20.174000000000003
63.22,50.12,64.05,4.17,12,3,1.75,Manager,65.59,-13.93,9.174000000000001
90.75,84.33,9.86,8.21,6,3,4.83,HR,100.0,74.47,13.136000000000003
65.33,63.36,64.18,4.25,7,3,2.07,Employee,62.08,-0.8200000000000074,7.225
64.94,63.54,77.11,5.59,14,4,2.06,HR,78.11,-13.57,13.415999999999999
67.89,48.18,78.97,5.83,7,1,2.22,Manager,67.87,-30.79,9.911
85.21,98.12,6.8,9.41,9,1,4.55,Employee,100.0,91.32000000000001,17.878999999999998
81.61,69.44,50.45,7.41,6,1,3.34,Employee,94.9,18.989999999999995,11.856000000000002
91.06,89.6,29.44,9.74,4,5,4.22,Manager,100.0,60.16,13.636
66.78,53.06,76.58,5.76,9,3,2.38,Team Lead,70.01,-23.519999999999996,10.943999999999999
78.17,71.02,33.37,7.57,6,5,3.68,Employee,92.44,37.65,12.112000000000002
83.42,78.76,38.8,6.83,6,4,3.79,Employee,93.81,39.96000000000001,10.928
95.31,92.57,25.11,8.73,1,4,4.78,Manager,100.0,67.46,9.603000000000002
71.26,67.35,48.97,6.9,10,5,3.69,Employee,91.15,18.379999999999995,13.8
68.11,56.49,72.84,4.1,11,3,2.11,Team Lead,66.48,-16.35,8.61
62.35,55.22,74.68,4.6,12,5,1.3,HR,60.71,-19.460000000000008,10.12
92.48,89.57,24.25,9.13,14,1,4.89,Employee,100.0,65.32,21.912000000000003
72.13,78.31,30.8,6.9,5,3,3.25,HR,90.12,47.510000000000005,10.350000000000001
78.63,73.93,45.33,7.23,2,5,3.06,Team Lead,78.24,28.60000000000001,8.676
83.38,75.99,45.25,7.98,7,2,2.9,HR,99.01,30.739999999999995,13.566
66.71,45.74,61.07,5.61,9,5,1.92,HR,63.85,-15.329999999999998,10.659
98.82,87.74,8.16,8.32,7,4,4.07,Team Lead,100.0,79.58,14.144
97.79,82.71,9.53,9.11,8,2,4.47,Employee,100.0,73.17999999999999,16.398
98.33,96.49,18.9,9.72,9,3,4.78,Team Lead,100.0,77.59,18.468
70.22,73.45,51.47,6.31,11,3,3.3,Team Lead,93.35,21.980000000000004,13.251
68.87,60.54,66.0,5.88,4,2,2.44,Employee,67.8,-5.460000000000001,8.232
81.28,71.75,48.39,7.38,6,3,3.27,Team Lead,91.39,23.36,11.808
89.26,82.15,7.56,9.68,8,3,4.25,HR,100.0,74.59,17.424
89.7,83.26,17.32,8.43,3,2,4.27,HR,100.0,65.94,10.959
68.12,51.91,70.66,5.76,9,4,1.7,HR,65.75,-18.75,10.943999999999999
81.75,75.55,32.94,6.6,14,4,3.85,Team Lead,100.0,42.61,15.839999999999998
52.23,50.27,84.52,5.39,8,2,1.01,Employee,55.23,-34.24999999999999,9.702
90.5,80.64,4.92,9.24,12,3,4.23,Employee,100.0,75.72,20.328000000000003
81.49,71.82,54.81,6.96,4,4,2.61,HR,78.83,17.00999999999999,9.744
85.17,91.57,23.44,8.1,14,1,4.58,HR,100.0,68.13,19.439999999999998
91.91,88.22,8.96,9.45,1,3,4.12,Team Lead,100.0,79.25999999999999,10.395
70.68,66.85,59.81,7.58,12,4,3.98,HR,99.59,7.039999999999992,16.676000000000002
72.62,68.12,47.2,6.09,6,2,2.65,Team Lead,80.84,20.92,9.744
68.39,59.85,75.41,4.83,2,4,2.21,HR,51.19,-15.559999999999995,5.796
59.53,48.14,81.65,4.15,12,5,2.37,Manager,59.6,-33.510000000000005,9.13
84.87,65.79,35.18,7.37,6,2,3.46,HR,96.06,30.610000000000007,11.792000000000002
89.28,81.98,21.51,9.12,12,5,4.83,Manager,100.0,60.47,20.064
51.09,53.74,84.9,4.55,9,1,1.44,Manager,57.86,-31.160000000000004,8.645
50.52,52.49,70.13,5.17,13,2,2.15,Manager,72.95,-17.639999999999993,11.890999999999998
73.63,79.61,48.09,6.35,1,5,3.26,Manager,72.72,31.519999999999996,6.985
65.76,60.84,68.73,4.86,12,1,2.15,Team Lead,78.0,-7.890000000000001,10.692000000000002
89.04,92.17,18.99,9.56,1,5,4.8,HR,100.0,73.18,10.516000000000002
87.38,94.09,9.73,8.48,8,5,4.01,Employee,100.0,84.36,15.264000000000001
65.75,50.2,86.31,5.03,5,5,1.46,Employee,46.68,-36.11,7.545
65.33,43.27,69.31,4.05,12,2,1.97,Team Lead,65.56,-26.04,8.91
92.66,81.8,20.21,8.69,8,1,4.62,Manager,100.0,61.589999999999996,15.642
88.91,86.93,19.5,9.67,1,3,4.79,Employee,100.0,67.43,10.637
59.22,49.08,63.26,5.46,14,1,1.24,Team Lead,76.35,-14.18,13.104
71.29,74.54,45.19,6.15,10,2,3.7,Employee,96.4,29.35000000000001,12.3
57.24,46.51,65.48,5.89,3,5,2.41,Employee,52.69,-18.970000000000006,7.657
62.72,45.08,70.83,5.19,8,2,2.14,Team Lead,63.68,-25.75,9.342
55.79,61.22,83.68,5.64,9,1,2.5,Manager,72.27,-22.460000000000008,10.716
77.78,74.06,43.12,7.65,7,1,3.89,Manager,100.0,30.940000000000005,13.005
69.79,48.85,63.25,4.66,9,5,2.03,Team Lead,60.89,-14.399999999999999,8.854
77.22,74.53,32.72,6.07,7,3,2.59,HR,86.38,41.81,10.319
70.9,68.35,59.94,7.49,8,2,3.5,HR,93.21,8.409999999999997,13.482000000000001
72.85,76.53,41.39,7.09,14,4,2.94,Team Lead,100.0,35.14,17.016
65.52,63.6,72.59,5.57,5,3,1.32,HR,59.37,-8.990000000000002,8.355
65.39,42.54,85.35,5.47,7,5,1.78,Manager,52.28,-42.809999999999995,9.299
99.07,99.38,8.53,8.98,2,2,4.71,HR,100.0,90.85,10.776
92.81,92.18,7.14,9.13,5,3,4.37,Employee,100.0,85.04,13.695
71.27,77.42,58.84,7.45,11,1,2.64,Manager,99.7,18.58,15.645000000000001
70.1,79.52,36.1,6.13,3,4,3.07,HR,78.17,43.419999999999995,7.969
59.1,49.65,88.49,4.86,8,2,1.22,Manager,54.35,-38.839999999999996,8.748000000000001
98.93,91.05,18.96,8.71,1,2,4.77,Employee,100.0,72.09,9.581000000000001
52.57,49.2,74.32,4.86,12,2,2.09,Employee,67.81,-25.11999999999999,10.692000000000002
83.1,76.84,52.44,7.12,12,2,2.87,HR,100.0,24.400000000000006,15.664000000000001
72.24,66.66,30.07,7.44,10,2,2.96,HR,100.0,36.589999999999996,14.88
92.43,80.4,4.58,8.57,4,5,4.91,Employee,100.0,75.82000000000001,11.998
78.02,65.13,46.74,6.96,14,4,3.4,Team Lead,100.0,18.389999999999993,16.704
58.96,56.99,71.9,5.28,10,5,2.41,HR,65.91,-14.910000000000004,10.56
92.79,90.66,15.82,9.52,3,4,4.97,Team Lead,100.0,74.84,12.376
51.11,57.53,77.41,4.3,11,3,1.32,Employee,58.66,-19.879999999999995,9.03
65.44,64.5,89.77,4.38,8,1,1.04,Team Lead,58.87,-25.269999999999996,7.884
81.16,78.39,36.11,7.08,7,2,3.13,Team Lead,97.63,42.28,12.036
93.31,93.76,28.83,8.19,12,3,4.73,Employee,100.0,64.93,18.018
51.37,44.98,81.63,4.02,11,3,2.09,Employee,56.58,-36.65,8.442
90.73,90.79,25.44,8.11,9,3,4.92,Manager,100.0,65.35000000000001,15.408999999999999
91.42,93.2,27.04,8.86,10,1,4.62,HR,100.0,66.16,17.72
79.64,71.76,41.0,7.21,11,2,2.53,Manager,99.95,30.760000000000005,15.141
51.03,64.33,60.2,5.04,3,3,1.33,Manager,51.86,4.1299999999999955,6.5520000000000005
53.3,50.42,77.86,4.88,14,4,2.23,Team Lead,68.42,-27.439999999999998,11.712
80.99,78.91,49.48,6.35,12,3,3.01,Employee,98.81,29.43,13.97
85.71,95.68,24.2,8.78,2,1,4.07,Team Lead,100.0,71.48,10.536
95.35,89.69,17.31,8.79,3,4,4.14,Team Lead,100.0,72.38,11.427
54.75,54.59,81.88,4.02,7,2,1.01,Employee,48.82,-27.289999999999992,6.833999999999999
58.02,52.28,80.97,4.1,5,3,2.2,Team Lead,49.49,-28.689999999999998,6.1499999999999995
80.6,67.12,45.44,6.67,11,4,3.17,Team Lead,94.4,21.680000000000007,14.007
76.03,65.2,59.89,6.35,10,2,3.51,Manager,91.9,5.310000000000002,12.7
84.12,79.07,36.25,7.57,7,3,3.37,Team Lead,100.0,42.81999999999999,12.869
94.83,92.06,0.82,8.25,3,1,4.58,Manager,100.0,91.24000000000001,10.725
81.44,75.18,44.06,7.89,14,5,2.6,Team Lead,100.0,31.120000000000005,18.936
88.54,99.25,7.15,9.47,7,5,4.78,Manager,100.0,92.1,16.099
86.26,84.23,2.42,9.96,13,2,4.92,HR,100.0,81.81,22.908
73.83,67.81,48.83,7.45,3,3,3.94,Manager,86.02,18.980000000000004,9.685
60.07,45.13,69.56,5.57,10,1,1.07,Manager,65.81,-24.43,11.14
74.34,69.17,34.88,7.72,8,4,2.9,Team Lead,93.43,34.29,13.895999999999999
80.75,65.91,44.85,6.25,3,2,2.71,Employee,77.83,21.059999999999995,8.125
62.66,51.61,74.73,5.18,4,1,2.11,Manager,58.65,-23.120000000000005,7.251999999999999
90.89,94.85,5.33,9.31,12,5,4.03,Employee,100.0,89.52,20.482000000000003
86.0,84.99,22.62,8.53,10,2,4.64,HR,100.0,62.36999999999999,17.06
81.91,65.56,54.36,7.37,11,2,3.69,Employee,100.0,11.200000000000003,15.477
75.21,76.78,50.05,6.01,3,1,3.8,Team Lead,84.87,26.730000000000004,7.813
73.45,77.02,58.23,7.9,10,4,3.06,Manager,96.64,18.79,15.8
63.06,42.97,68.75,5.31,5,1,2.24,Manager,60.66,-25.78,7.965
96.55,81.58,5.66,8.45,4,5,4.55,Team Lead,100.0,75.92,11.829999999999998
51.48,47.15,71.0,5.24,8,5,1.1,HR,50.52,-23.85,9.432
79.76,66.82,51.26,7.94,1,1,2.88,Team Lead,83.81,15.559999999999995,8.734000000000002
61.77,49.41,75.85,5.32,4,2,2.06,HR,55.99,-26.439999999999998,7.4479999999999995
79.9,68.53,58.61,6.17,1,3,2.93,Manager,70.36,9.920000000000002,6.787000000000001
86.03,82.52,18.85,9.35,10,1,4.45,Manager,100.0,63.669999999999995,18.7
84.48,70.9,33.92,7.34,7,4,3.59,HR,96.29,36.980000000000004,12.478
96.67,99.91,6.26,8.87,4,1,4.63,Employee,100.0,93.64999999999999,12.417999999999997
73.3,67.64,43.04,7.07,10,3,2.52,Manager,91.92,24.6,14.14
70.88,77.23,55.69,7.7,9,1,3.7,Employee,100.0,21.540000000000006,14.629999999999999
98.23,96.51,8.8,9.11,7,1,4.58,Team Lead,100.0,87.71000000000001,15.486999999999998
88.8,81.78,8.15,9.54,7,2,4.85,HR,100.0,73.63,16.217999999999996
82.28,78.31,46.47,7.89,7,1,2.51,HR,98.78,31.840000000000003,13.412999999999998
73.42,69.79,57.24,7.47,4,1,3.96,Employee,90.98,12.550000000000004,10.457999999999998
83.46,78.89,41.37,6.35,6,4,3.87,HR,91.34,37.52,10.16
60.75,54.83,76.3,4.2,13,2,1.48,HR,66.76,-21.47,9.66
57.43,51.38,85.22,4.07,1,5,1.76,Employee,33.88,-33.839999999999996,4.477
72.65,69.61,38.1,6.57,1,4,3.95,HR,78.03,31.509999999999998,7.227000000000001
50.34,45.22,80.46,5.34,3,3,1.16,HR,42.59,-35.239999999999995,6.942
77.38,69.65,35.45,7.01,2,1,2.98,Team Lead,85.11,34.2,8.411999999999999
56.0,44.55,73.37,4.49,5,4,1.79,Manager,46.09,-28.820000000000007,6.735
88.01,93.46,5.68,9.88,9,4,4.2,Employee,100.0,87.78,18.772000000000002
94.8,90.42,15.26,8.33,2,1,4.96,Team Lead,100.0,75.16,9.996
93.93,85.8,12.43,8.68,4,4,4.85,Employee,100.0,73.37,12.152
77.3,76.38,43.84,7.88,5,2,3.57,Team Lead,96.72,32.53999999999999,11.82
